Country,NAME,LAT,LONG,URL,LINE
USA,Parsons Blvd & Hillside Ave At Sw Corner,-73.802796,40.70755533,http://www.mta.info/nyct/service/,F
USA,168th St & Hillside Ave At Nw Corner,-73.794915,40.71014733,http://www.mta.info/nyct/service/,F
USA,169th St & Hillside Ave At Nw Corner,-73.793213,40.71082133,http://www.mta.info/nyct/service/,F
USA,169th St & Hillside Ave At Ne Corner,-73.792948,40.71094733,http://www.mta.info/nyct/service/,F
USA,179th St & Hillside Ave At Sw Corner,-73.784501,40.71233533,http://www.mta.info/nyct/service/,F
USA,179th St & Hillside Ave At Se Corner,-73.784304,40.71240033,http://www.mta.info/nyct/service/,F
USA,180th St & Hillside Ave At Nw Corner,-73.783314,40.71290833,http://www.mta.info/nyct/service/,F
USA,180th St & Hillside Ave At Sw Corner,-73.782652,40.71277633,http://www.mta.info/nyct/service/,F
USA,Beach 22nd St & Mott Ave At Sw Corner,-73.75417282,40.60474078,http://www.mta.info/nyct/service/,A
USA,Beach 106th St & Rockaway Frwy At Nw Corner,-73.827577,40.58308533,http://www.mta.info/nyct/service/,A-S
USA,Beach 106th St & Rockaway Frwy At Nw Corner,-73.827166,40.58349133,http://www.mta.info/nyct/service/,A-S
USA,Beach 98th St & Rockaway Frwy At Nw Corner,-73.820295,40.58557133,http://www.mta.info/nyct/service/,A-S
USA,Beach 67th St & Rockaway Frwy At Sw Corner,-73.796585,40.59084033,http://www.mta.info/nyct/service/,A
USA,Beach 69th St & Rockaway Frwy At Se Corner,-73.7961,40.59117633,http://www.mta.info/nyct/service/,A
USA,Beach 59th Sr & Rockaway Frwy At Sw Corner,-73.78915,40.59223133,http://www.mta.info/nyct/service/,A
USA,Beach 45th St & Edgemere Ave At Sw Corner,-73.776165,40.59282633,http://www.mta.info/nyct/service/,A
USA,Beach 45th St & Edgemere Ave At Ne Corner,-73.776047,40.59309234,http://www.mta.info/nyct/service/,A
USA,Beach 35th & Rockaway Frwy At Sw Corner,-73.767885,40.59541233,http://www.mta.info/nyct/service/,A
USA,Alabama Av & Fulton St At Se Corner,-73.899586,40.67676933,http://www.mta.info/nyct/service/,J
USA,Turnbull Ave & E 105th St At Se Corner,-73.89917839,40.65142085,http://www.mta.info/nyct/service/,L
USA,8th Ave & 14th St At Sw Corner,-74.002804,40.73973433,http://www.mta.info/nyct/service/,A-C-E-L
USA,8th Ave & 14th St At Nw Corner,-74.002655,40.73994933,http://www.mta.info/nyct/service/,A-C-E-L
USA,8th Ave & 14th St At Ne Corner,-74.002256,40.73977633,http://www.mta.info/nyct/service/,A-C-E-L
USA,8th Ave & 15th St At Ne Corner,-74.001762,40.74041933,http://www.mta.info/nyct/service/,A-C-E-L
USA,8th Ave & 16th St At Se Corner,-74.001402,40.74094433,http://www.mta.info/nyct/service/,A-C-E-L
USA,8th Ave & 16th St At Ne Corner,-74.001308,40.74105733,http://www.mta.info/nyct/service/,A-C-E-L
USA,Fulton St & Nassau St At Ne Corner,-74.007562,40.71020733,http://www.mta.info/nyct/service/,2-3-4-5-A-C-J-Z
USA,8th Ave & 23rd St At Sw Corner,-73.998771,40.74527833,http://www.mta.info/nyct/service/,A-C-E
USA,8th Ave & 23rd St At Nw Corner,-73.998642,40.74550533,http://www.mta.info/nyct/service/,A-C-E
USA,6th Ave & 14th St At Sw Corner,-73.99722,40.73742333,http://www.mta.info/nyct/service/,1-2-3-L-F-M
USA,6th Ave & 14th St At Nw Corner,-73.997111,40.73757233,http://www.mta.info/nyct/service/,1-2-3-L-F-M
USA,6th Ave & 14th St At Se Corner,-73.996704,40.73719733,http://www.mta.info/nyct/service/,1-2-3-L-F-M
USA,6th Ave & 14th St At Se Corner,-73.996578,40.73714933,http://www.mta.info/nyct/service/,1-2-3-L-F-M
USA,6th Ave & 14th St At Ne Corner,-73.996437,40.73728633,http://www.mta.info/nyct/service/,1-2-3-L-F-M
USA,6th Ave & 16th St At Se Corner,-73.995685,40.73852933,http://www.mta.info/nyct/service/,1-2-3-L-F-M
USA,4th Ave & 14th St At Sw Corner,-73.990173,40.73447433,http://www.mta.info/nyct/service/,4-5-6-6 Express-L-N-Q-R
USA,Broadway & 14th St At Sw Corner,-73.991277,40.73489133,http://www.mta.info/nyct/service/,4-5-6-6 Express-L-N-Q-R
USA,4th Ave & 15th St At Sw Corner,-73.990283,40.73534433,http://www.mta.info/nyct/service/,4-5-6-6 Express-L-N-Q-R
USA,Broadway & 16th St At Ne Corner,-73.990447,40.73652333,http://www.mta.info/nyct/service/,4-5-6-6 Express-L-N-Q-R
USA,7th Ave & 18th St At Nw Corner (Downtown Only),-73.998035,40.74120633,http://www.mta.info/nyct/service/,2-Jan
USA,7th Ave & 18th St At Se Corner (Uptown Only),-73.997698,40.74092033,http://www.mta.info/nyct/service/,2-Jan
USA,7th Ave & 18th St At Nw Corner (Downtown Only),-73.997557,40.74178333,http://www.mta.info/nyct/service/,2-Jan
USA,7th Ave & 18th St At Ne Corner (Uptown Only),-73.997197,40.74161733,http://www.mta.info/nyct/service/,2-Jan
USA,8th Ave & 23rd St At Ne Corner,-73.998145,40.74529933,http://www.mta.info/nyct/service/,A-C-E
USA,8th Ave & 24th St At Nw Corner,-73.998145,40.74611033,http://www.mta.info/nyct/service/,A-C-E
USA,8th Ave & 25th St At Sw Corner,-73.997801,40.74660333,http://www.mta.info/nyct/service/,A-C-E
USA,Church St & Warren St At Se Corner,-74.008357,40.71420033,http://www.mta.info/nyct/service/,2-3-A-C-E
USA,Broadway & Warren St At Ne Corner,-74.00676,40.71343733,http://www.mta.info/nyct/service/,N-R
USA,8th Ave & 25th St At Nw Corner,-73.997711,40.74673233,http://www.mta.info/nyct/service/,A-C-E
USA,8th Ave & 25th St At Ne Corner,-73.997142,40.74648333,http://www.mta.info/nyct/service/,A-C-E
USA,7th Ave & 23rd St At Se Corner (Uptown Only),-73.995608,40.74391033,http://www.mta.info/nyct/service/,2-Jan
USA,7th Ave & 23rd St At Nw Corner (Downtown Only),-73.995811,40.74431333,http://www.mta.info/nyct/service/,2-Jan
USA,7th Ave & 23rd St At Ne Corner (Uptown Only),-73.995348,40.74412033,http://www.mta.info/nyct/service/,2-Jan
USA,6th Ave & 23rd St At Nw Corner (Downtown Only),-73.993099,40.74312133,http://www.mta.info/nyct/service/,F-M
USA,8th Ave & 33rd St At Sw Corner,-73.994243,40.75156133,http://www.mta.info/nyct/service/,A-C-E
USA,7th Ave & 28th St At Sw Corner (Downtown Only),-73.993611,40.74726433,http://www.mta.info/nyct/service/,2-Jan
USA,7th Ave & 28th St At Ne Corner (Uptown Only),-73.993121,40.74721633,http://www.mta.info/nyct/service/,2-Jan
USA,7th Ave & 33rd St At Nw Corner,-73.991254,40.75047633,http://www.mta.info/nyct/service/,1/2/03
USA,7th Ave & 34th St At Se Corner,-73.990481,40.75081033,http://www.mta.info/nyct/service/,1/2/03
USA,8th Ave & 33rd St At Se Corner,-73.993887,40.75129133,http://www.mta.info/nyct/service/,A-C-E
USA,8th Ave & 33rd St At Nw Corner,-73.994107,40.75167733,http://www.mta.info/nyct/service/,A-C-E
USA,8th Ave & 34th St At Se Corner,-73.993352,40.75202033,http://www.mta.info/nyct/service/,A-C-E
USA,8th Ave & 34th St At Nw Corner,-73.993679,40.75242733,http://www.mta.info/nyct/service/,A-C-E
USA,8th Ave & 34th St At Ne Corner,-73.993109,40.75216133,http://www.mta.info/nyct/service/,A-C-E
USA,8th Ave & 35th St At Nw Corner,-73.993188,40.75303233,http://www.mta.info/nyct/service/,A-C-E
USA,8th Ave & 35th St At Ne Corner,-73.992596,40.75276633,http://www.mta.info/nyct/service/,A-C-E
USA,7th Ave & 34th St At Nw Corner,-73.990791,40.75118733,http://www.mta.info/nyct/service/,1/2/03
USA,8th Ave & 40th St At Ne Corner,-73.990492,40.75593034,http://www.mta.info/nyct/service/,1-2-3-7-7 Express-S-A-C-E-N-Q-R
USA,4th Ave & 14th St At Se Corner,-73.989547,40.73420633,http://www.mta.info/nyct/service/,4-5-6-6 Express-L-N-Q-R
USA,3rd Ave & 14th St At Se Corner (To Brooklyn Only),-73.986657,40.73296133,http://www.mta.info/nyct/service/,L
USA,3rd Ave & 14th St At Ne Corner (To 8 Av Only),-73.986931,40.73327733,http://www.mta.info/nyct/service/,L
USA,1st Ave & 14th St At Se Corner (To Brooklyn Only),-73.982625,40.73105033,http://www.mta.info/nyct/service/,L
USA,1st Ave & 14th St At Se Corner (To Brooklyn Only),-73.982563,40.73111833,http://www.mta.info/nyct/service/,L
USA,1st Ave & 14th St At Ne Corner (To 8 Av Only),-73.982112,40.73139733,http://www.mta.info/nyct/service/,L
USA,Broadway & 22nd St At Nw Corner (Downtown Only),-73.989632,40.74075833,http://www.mta.info/nyct/service/,N-R
